gene_id	gene_short_name	GS-1_FPKM	GS-2_FPKM	GS-3_FPKM	CK-1_FPKM	CK-2_FPKM	CK-3_FPKM	M-1_FPKM	M-2_FPKM	M-3_FPKM	GS-1_count	GS-2_count	GS-3_count	CK-1_count	CK-2_count	CK-3_count	M-1_count	M-2_count	M-3_count
71321	4933440J02Rik	0	0.0269134	0.0313995	0.0258845	0.0245564	0	0.0564291	0	0.0262012	0	0.993711	1.2203	0.930221	0.922255	0	2.05337	0	0.900649
71208	4933440M02Rik	0.0202059	0	0	0.0402955	0.01902	0	0.022076	0.0209689	0.0193553	0.954453	0	0	1.86044	0.922255	0	1.02668	0.983769	0.900649
381622	5031410I06Rik	0.0102835	0.0105372	0	0	0	0	0	0.0105321	0.0292705	0.954453	0.993711	0	0	0	0	0	0.983769	2.70195
271221	5031414D18Rik	1.40952	1.7958	1.88353	1.45848	4.94111	1.48684	1.14646	1.20983	1.74355	104.99	134.151	134.233	107.906	374.435	111.064	82.1347	89.523	126.991
269630	5031425E22Rik	25.6352	24.6602	25.005	22.8848	17.9637	26.0578	23.9362	25.4976	24.5776	1406.86	1354.43	1328.91	1258.59	996.035	1440.47	1295.68	1394.98	1344.67
319684	5031425F14Rik	0.0873568	0.0904706	0.0893552	0	0.0626815	0.177158	0.0468024	0.155036	0.120309	3.81781	3.97484	3.66091	0	2.76676	7.85302	2.05337	6.88638	5.40389
68144	5031426D15Rik	4.26903	3.09845	5.16161	3.17699	1.15795	2.86991	4.53918	3.83368	3.20003	745.428	548.528	870.075	538.598	210.274	490.253	734.079	647.32	520.575
100503613	5031434C07Rik	3.64139	1.39494	5.27348	1.62361	0.984628	2.80919	2.52349	2.54839	1.38183	204.253	78.5031	290.432	90.2315	56.2575	157.06	137.576	141.663	74.7538
100039684	5031434O11Rik	1.61511	0.713574	0.548501	1.03121	0.538244	0.957103	1.18149	1.0909	1.22957	24.8158	10.9308	8.54211	15.8138	8.30029	14.5842	18.4803	16.7241	18.9136
223739	5031439G07Rik	12.0722	11.304	11.2408	13.362	15.889	13.0993	12.8556	12.4185	12.3828	1731.38	1612.79	1607.14	1919.98	2280.74	1885.85	1842.9	1764.88	1751.76
75954	5033403H07Rik	1.63425	1.72545	1.36638	1.19802	0.921415	1.95197	1.67769	1.06325	1.33704	18.1346	18.8805	15.8639	13.0231	10.1448	21.3153	19.507	11.8052	14.4104
77675	5033406O09Rik	1.22297	1.0145	1.0762	0.787463	1.88539	1.03866	0.853517	0.877826	1.05954	61.085	50.6792	53.6933	39.0693	94.9922	51.6056	42.094	43.2858	52.2376
	5033411D12Rik	0.667364	0.513138	0.734064	0.638384	0.532571	1.02951	0.684578	0.849276	1.21982	33.4058	25.8365	35.3888	31.6275	27.6676	51.6056	32.8539	42.3021	59.4428
76676	5330411J11Rik	0	0.0245372	0.0304047	0	0	0	0	0	0	0	0.993711	1.2203	0	0	0	0	0	0
414081	5330413P13Rik	0.380427	0.165404	0.327719	0.337559	0.333686	0.445583	0.389294	0.62428	0.967604	42.9504	18.8805	36.6091	38.1391	38.7347	50.4837	43.1207	69.8476	106.277
229722	5330417C22Rik	30.1299	21.744	27.5889	21.2601	16.628	35.7693	30.2129	34.6017	36.9905	2885.31	2068.91	2623.65	2032.53	1597.35	3411.58	2891.14	3300.55	3510.73
68190	5330426P16Rik	15.762	12.9157	20.9471	13.7746	8.74641	13.1392	21.2429	15.7021	11.8949	843.736	700.566	1087.29	736.735	484.184	703.406	1099.58	839.155	634.057
100043213	5330434G04Rik	0	0	0.00970957	0.00757677	0	0	0	0.0241832	0.0153598	0	0	1.2203	0.930221	0	0	0	2.95131	1.8013
321015	5330439B14Rik	0.0687775	0	0.0594605	0.045522	0.086325	0	0.0769061	0.0956667	0.113463	2.86467	0	2.4406	1.86205	3.68902	0	3.08199	3.93657	4.50324
73183	5430402O13Rik	0.657549	0.622979	0.794348	0.524138	0.277933	0.787761	0.733905	0.74465	0.607121	16.2257	14.9057	18.3045	12.0927	7.37804	17.9496	16.4269	17.7078	14.4104
330737	5430403N17Rik	0	0	0.0158237	0	0	0	0	0	0	0	0	1.2203	0	0	0	0	0	0
74487	5430405H02Rik	4.89293	5.28015	4.34002	4.92676	5.10324	4.73288	4.50283	5.15075	4.81193	159.394	171.912	131.793	159.068	167.85	155.939	158.109	171.176	157.614
100503199	5430416N02Rik	6.25205	5.80862	6.85047	5.72009	9.89043	6.42031	6.40208	5.52949	6.18319	68.7206	62.6038	74.4384	61.3946	106.982	71.799	71.8679	61.9775	67.5487
71406	5430416O09Rik	2.17752	2.17031	2.47324	1.87442	1.3595	2.06218	1.88287	2.26147	1.63189	285.381	286.189	309.957	245.578	180.762	271.49	238.191	294.147	209.851
	5430417L22Rik	25.2486	24.7219	26.6435	32.2533	28.1319	26.899	29.5937	23.8425	23.6363	1755.24	1721.11	1819.47	2231.6	1957.95	1860.04	2018.46	1633.06	1629.27
71395	5430419D17Rik	0.0552914	0.03481	0.0859345	0.0217464	0	0.0259442	0.072619	0.0343614	0.021423	4.77226	2.98113	7.32181	1.86044	0	2.24372	6.1601	2.95131	1.8013
74489	5430421F17Rik	0.091607	0.0404453	0.0335517	0.077919	0.0369388	0.1393	0.0869549	0.177227	0.330832	6.68117	2.98113	2.4406	5.58133	2.76676	10.0967	6.1601	12.789	23.4169
100126226	5430421N21Rik	0.0966022	0.0242826	0.102344	0.0381675	0.0679404	0.0674335	0.0913035	0.0766365	0.0192285	4.57866	1.15183	4.72542	1.86044	3.28833	3.25358	4.41884	3.77241	0.9764
	5430425J12Rik	0.0419657	0	0	0	0	0	0	0	0	1.90891	0	0	0	0	0	0	0	0
71416	5430425K12Rik	0.513379	0.396802	0.527722	0.254793	0.361331	0.638047	0.423699	0.800438	0.894007	19.0891	14.9057	19.5248	9.30221	13.8338	23.5591	15.4003	29.5131	32.4234
71349	5430427M07Rik	0.0826828	0.0563158	0.0358499	0	0.0513209	0.0652703	0.0617892	0.0285542	0	2.86336	1.98742	1.2203	0	1.84451	2.24372	2.05337	0.983769	0
71398	5430427O19Rik	0.962467	1.77332	1.55198	1.21079	4.37746	0.726718	1.02689	0.86141	0.875922	108.808	202.717	167.181	133.022	514.618	80.7739	106.775	94.4418	91.8662
71422	5430428K19Rik	0.252201	0.346205	0.321088	0.289848	0	0.248787	0.419159	0.173624	0.159027	5.72672	7.94969	7.32181	6.51155	0	5.6093	9.24016	3.93508	3.6026
71342	5430434I15Rik	0	0	0	0.0234293	0	0	0	0.049407	0	0	0	0	0.930221	0	0	0	1.96754	0
226421	5430435G22Rik	4.5522	4.11776	3.19921	5.71805	6.40035	4.74864	4.10861	4.58712	5.12123	366.51	332.893	255.043	460.459	523.841	383.676	328.539	369.897	411.596
71432	5430437J10Rik	0.509443	0.844297	0.762384	0.509579	1.23107	0.16174	0.460754	0.463344	0.534222	14.3168	23.8491	20.7451	13.9533	35.9679	4.48744	12.3202	12.789	14.4104
71362	5430440P10Rik	0	0	0	0	0.0673756	0	0	0	0.0316886	0	0	0	0	1.84451	0	0	0	0.900649
71445	5530601H04Rik	2.18301	2.04404	2.61025	2.06088	1.83895	1.88818	2.65267	2.34734	2.29625	257.702	246.44	306.296	235.346	227.797	216.519	293.632	267.585	251.281
70487	5730403I07Rik	0.0370458	0.0189971	0	0	0	0	0.0208587	0	0	1.90891	0.993711	0	0	0	0	1.02668	0	0
70489	5730405O15Rik	1.57743	2.09666	1.91195	1.92532	1.24234	2.121	2.08089	2.03326	2.29012	35.3148	47.6981	40.27	42.7902	28.5899	47.1181	44.1474	45.2534	49.5357
67531	5730408K05Rik	11.4103	17.1401	11.7696	14.6969	18.9591	14.3395	14.4545	14.1305	13.4126	57.2672	84.4654	58.5745	73.4875	94.07	70.6772	72.8946	69.8476	65.7474
230757	5730409E04Rik	5.17568	5.00155	4.99167	5.47077	4.17405	5.11597	5.57975	5.31496	5.95184	437.139	433.258	402.7	474.413	367.057	444.257	464.061	459.42	522.376
70491	5730412P04Rik	0	0	0	0	0	0	0	0.0255114	0	0	0	0	0	0	0	0	0.983769	0
70550	5730416F02Rik	0	0.0511047	0.124149	0	0.188214	0.0569956	0.0513711	0.0499552	0.13591	0	0.993711	2.4406	0	3.68902	1.12186	1.02668	0.983769	2.70195
70523	5730420D15Rik	0.34254	0.485485	0.285847	0.212916	0.14719	0.36728	0.305201	0.578272	0.208392	10.499	14.9057	8.54211	6.51155	4.61127	11.2186	9.24016	17.7078	6.30454
433966	5730422E09Rik	0.20418	0.233312	0.130198	0.0997775	0.155144	0.264121	0.243133	0.252206	0.174881	9.54453	10.9308	6.10151	4.65111	7.37804	12.3405	11.2935	11.8052	8.10584
70538	5730435O14Rik	0	0.0672627	0.0823217	0	0.0621938	0	0.0681023	0.0665024	0.119997	0	0.993711	1.2203	0	0.922255	0	1.02668	0.983769	1.8013
70591	5730455P16Rik	6.52943	5.95921	7.87176	6.79353	4.69849	6.91738	7.29205	6.79999	6.92805	907.685	841.673	1045.8	921.849	685.235	938.997	945.576	924.743	918.662
70593	5730457N03Rik	0	0	0.0151327	0	0	0	0	0	0	0	0	1.2203	0	0	0	0	0	0
70594	5730460C07Rik	0	0.0186726	0	0	0	0	0	0	0	0	0.993711	0	0	0	0	0	0	0
70592	5730480H06Rik	1.98446	1.30263	2.00126	1.30838	0.751521	1.22381	2.01778	1.58062	1.55549	86.8552	57.6352	84.2008	55.8133	34.1234	52.7274	81.108	66.8963	62.1448
70602	5730488B01Rik	0.0721465	0.151635	0.154772	0.115999	0.260829	0.338225	0.374173	0.264534	0.191158	2.86336	5.96226	6.10151	4.65111	10.1448	13.4623	15.4003	10.8215	8.10584
236366	5730507C01Rik	0.689415	1.14836	1.41506	1.50235	0.704169	0.716593	1.04278	1.08616	0.893449	54.4038	91.4214	109.827	116.278	58.102	54.9711	78.028	83.6204	66.648
70617	5730508B09Rik	12.5877	18.042	20.2557	12.3326	20.8291	13.7373	16.3199	12.5572	13.4328	398.961	575.358	595.507	379.53	685.235	425.185	470.221	385.637	398.987
70626	5730522E02Rik	0	0	0	0.11261	0	0	0	0.0710454	0	0	0	0	4.65111	0	0	0	2.95131	0
67313	5730559C18Rik	0.36641	0.327909	0.264282	0.251657	0.737752	0.334906	0.408538	0.468779	0.371826	26.7247	23.8491	19.5248	18.6044	53.4908	24.6809	30.8005	34.4319	27.9201
	5730577I03Rik	1.01376	1.11203	1.20879	1.18978	0.721122	0.966254	1.16116	1.26899	1.17251	83.0374	91.4214	96.4039	94.8826	60.8688	77.4083	89.3215	100.344	89.1642
	5830403L16Rik	0.164488	0.314816	0.323431	0.161616	0.155647	0.0640572	0.18147	0.0286049	0.268021	5.72672	10.9308	10.9827	5.58133	5.53353	2.24372	6.1601	0.983769	9.00649
	5830403M04Rik	0	0.127269	0.0318549	0.0488348	0.023456	0	0.0817629	0.155047	0.02433	0	4.96855	1.2203	1.86044	0.922255	0	3.08005	5.90261	0.900649
244234	5830411N06Rik	0.242849	0.167366	0.0900507	0.206726	0.435048	0.214209	0.0721641	0.332755	0.267126	18.1346	12.9182	6.10151	14.8835	31.3567	15.706	5.13342	24.5942	18.9136
74753	5830415F09Rik	2.86683	2.62453	2.25122	2.99142	2.74681	2.59828	2.39507	2.31561	2.77343	131.714	121.233	102.505	138.603	127.271	120.039	110.882	107.231	129.693
74757	5830416I19Rik	0	0	0	0	0.0134557	0	0	0.0297071	0.0141081	0	0	0	0	0.922255	0	0	1.96754	0.900649
381232	5830416P10Rik	0.256074	0.3157	0.331859	0.356476	0.755441	0.251706	0.268923	0.271841	0.287579	45.8137	56.6415	58.5745	63.255	136.494	44.8744	47.2275	48.2047	50.4363
100302730	5830417I10Rik	3.70454	3.40213	3.495	3.686	3.07239	3.33113	3.53652	3.43984	3.43063	1225.52	1137.8	1132.44	1224.17	1041.23	1108.4	1151.94	1143.14	1142.92
	5830418K08Rik	4.26919	3.76239	5.05177	4.06759	3.71475	4.01778	4.66866	4.22489	3.93044	1147.25	1024.52	1338.67	1082.78	1029.24	1065.77	1213.54	1133.3	1037.55
100529079	5830418P13Rik	0.0161743	0.0665979	0.0214152	0.0471933	0.0616517	0.0562986	0.0179176	0	0.0156863	0.954453	3.97484	1.2203	2.79066	3.68902	3.36558	1.02668	0	0.900649
76062	5830428M24Rik	5.15537	7.4343	5.20295	4.82619	3.65785	5.5636	6.41144	5.97319	6.65503	145.077	208.679	141.555	133.022	103.293	155.939	174.536	165.273	177.428
67765	5830432E09Rik	0.659626	1.02552	0.617947	0.998391	0.942511	0.943611	0.912731	0.812916	0.90345	28.6336	44.717	26.8466	43.7204	41.5015	41.5088	40.0407	35.4157	39.6285
641454	5830444B04Rik	0.209924	0.427741	0.230362	0.0598516	0.261379	0.206136	0.15633	0.0823183	0.456104	11.4531	19.8742	7.3218	2.79064	15.6783	6.73114	8.21347	4.91885	15.311
76100	5830454E08Rik	1.27271	1.30376	0.808328	1.20076	1.4619	2.10488	0.720731	1.37424	1.41178	21.9524	21.8616	13.4233	20.4649	24.9009	35.8995	12.3202	23.6105	24.3175
622307	5830473C10Rik	0	0.0147021	0.0369764	0	0	0.0336269	0	0.0146662	0	0	0.993711	2.4406	0	0	2.24372	0	0.983769	0
320939	5930403L14Rik	3.19144	2.4069	3.81064	2.47652	2.01306	3.26866	3.31013	3.45883	3.09914	436.185	330.906	503.985	340.461	277.599	450.988	445.581	469.258	417
319616	5930412G12Rik	0.202143	0.223534	0.214759	0.171164	0.0512099	0.237238	0.238476	0.278548	0.193847	14.3168	15.8994	14.6436	12.0929	3.68902	16.8279	16.4269	19.6754	13.5097
319982	5930430L01Rik	2.3695	2.10054	2.74107	2.32663	1.95044	2.43655	3.24827	2.90676	3.68595	295.88	261.346	333.142	281.857	247.164	296.171	388.087	355.141	444.02
328324	5930438M14Rik	0.0234752	0.0121004	0	0	0.0109577	0.0279856	0.0268095	0	0.141432	1.90891	0.993711	0	0	0.922255	2.24372	2.05337	0	10.8078
109198	6030407O03Rik	0.1969	0.130066	0.309354	0.105189	0.0854433	0.0844172	0.157897	0.0927244	0.189102	10.499	6.95597	15.8639	5.58133	4.61127	4.48744	8.21347	4.91885	9.90714
77717	6030408B16Rik	4.84436	5.67811	3.79388	6.21074	3.31962	4.88915	4.44946	5.44775	6.69485	198.526	231.535	143.996	250.229	136.494	199.691	171.456	217.413	254.884
319477	6030419C18Rik	3.02969	2.64128	2.37642	2.84528	2.13652	3.32079	2.93813	3.1525	3.85846	170.847	148.063	134.233	163.719	119.893	190.716	170.43	180.03	226.063
77878	6030440G07Rik	0	0	0.103926	0.037904	0.0363553	0	0	0.0809902	0.0378918	0	0	2.4406	0.930221	0.922255	0	0	1.96754	0.900649
320719	6030443J06Rik	0.573597	0.443716	0.674326	0.581973	0.500442	0.530264	0.649003	0.578573	0.565328	66.8117	52.6667	75.6587	66.9759	59.9466	61.7023	71.8679	65.9125	62.1448
77877	6030458C11Rik	22.175	22.4459	23.4425	23.4401	19.3988	20.4002	21.2946	21.3685	23.6036	1738.06	1787.69	1718.19	1808.35	1581.67	1575.09	1548.24	1656.67	1786.89
234863	6030466F02Rik	0.0495566	0.127794	0	0.0477011	0.0238521	0	0.106186	0.0254831	0.0465673	1.90891	4.96855	0	1.86044	0.922255	0	4.10674	0.983769	1.8013
77727	6030468B19Rik	0	0.0886645	0	0.122707	0.122536	0.0487811	0.0434369	0.170572	0.155236	0	1.98742	0	2.79066	2.76676	1.12186	1.02668	3.93508	3.6026
100043065	6030469F06Rik	0	0.0218431	0.0820193	0	0.040291	0.0250438	0	0.0439944	0.0205927	0	0.993711	3.66091	0	1.84451	1.12186	0	1.96754	0.900649
76133	6230400D17Rik	2.45685	2.33319	2.59275	1.7683	1.65717	2.68024	1.93978	2.21826	2.79738	52.4949	49.6855	52.473	37.2088	35.9679	56.093	39.014	46.2371	57.6415
381310	6330403A02Rik	0.476889	0.36108	0.214907	0.32551	0.209213	0.407343	0.271501	0.599392	0.884291	94.4908	71.5472	42.7106	64.1853	41.5015	80.7739	53.3876	117.069	170.223
103712	6330403K07Rik	1.56249	1.5209	1.75737	1.18442	0.520522	1.67855	1.44473	1.67476	1.75445	60.1305	58.6289	64.676	45.5808	20.2896	65.0679	54.4143	64.9288	68.4493
70720	6330407A03Rik	2.20505	2.03804	3.76672	1.76645	2.65974	1.98562	3.19496	2.42283	1.85847	102.126	95.3962	165.961	79.0688	125.427	89.7488	136.549	108.215	77.4558
321008	6330408A02Rik	2.32416	1.85057	2.41218	2.27681	1.38233	2.30545	2.26255	2.38583	2.25771	262.475	211.66	267.246	262.322	159.55	265.881	256.671	273.488	262.089
70730	6330409D20Rik	5.05591	3.0508	4.08366	4.22885	2.13834	3.47888	3.59847	3.62361	3.26013	158.439	95.3962	128.132	131.161	68.2468	108.82	111.909	113.133	100.873
319224	6330410L21Rik	0.0893296	0.0228365	0.019117	0.0146087	0.00696278	0.0264436	0.0333009	0.124578	0.189513	11.4534	2.98113	2.4406	1.86044	0.922255	3.36558	4.10674	15.7403	23.4169
70753	6330415B21Rik	0.0172755	0.0353683	0.0232599	0.0171676	0	0	0.0401116	0.0180703	0.0169501	0.954453	1.98742	1.2203	0.930221	0	0	2.05337	0.983772	0.90065
230279	6330416G13Rik	4.81004	4.75496	5.18846	4.53939	5.62088	4.73545	4.19077	4.52527	4.64166	456.228	452.138	467.376	432.553	540.441	455.475	388.087	429.907	434.113
69004	6330418K02Rik	0.770556	0.836727	0.472225	1.13192	1.01417	0.731633	0.73085	0.726258	0.6557	16.2257	17.8868	9.76242	24.1858	22.1341	15.706	15.4003	15.7403	14.4104
229613	6330549D23Rik	1.41572	1.658	1.7518	1.32725	1.89912	1.41195	1.60514	1.52208	1.79325	110.717	130.176	133.013	102.324	152.172	109.942	120.122	117.069	134.197
76880	6430411K18Rik	0.189254	0.198288	0.14298	0.0265007	0.336391	0.0951318	0.419638	0.251302	0.470265	6.68117	6.95597	4.88121	0.930221	11.9893	3.36558	14.3736	8.85392	16.2117
381933	6430531B16Rik	1.56273	0.536861	0.586286	0.732715	1.3152	1.33163	0.871479	2.03336	2.39822	49.6315	16.8931	18.3045	23.2555	42.4237	42.6307	27.7205	64.9288	77.4558
234797	6430548M08Rik	19.3893	16.5614	17.7474	20.5804	13.5233	19.4359	19.4637	15.7209	14.6831	3090.52	2646.25	2718.83	3274.38	2215.26	3129.99	3045.14	2556.82	2390.32
320095	6430550D23Rik	0.488313	0.453583	0.462252	0.638304	0.268177	0.575599	0.461832	0.456319	0.602056	26.7247	24.8428	21.9654	34.4182	13.8338	31.4121	24.6404	24.5942	30.6221
320893	6430562O15Rik	0.323307	0.126096	0.208263	0.256522	0.253019	0.28371	0.23843	0.25017	0.0963185	15.2712	5.96226	9.76242	12.0929	11.9893	13.4623	11.2935	11.8052	4.50324
235599	6430571L13Rik	0.0794298	0.0690135	0.138373	0.116235	0.0640782	0.0929359	0.100705	0.164706	0.338065	5.72672	4.96855	9.76242	8.37199	4.61127	6.73116	7.18679	11.8052	24.3175
319582	6430573F11Rik	0.868736	0.637845	0.920096	0.649176	0.844904	1.01994	1.11293	1.36836	1.72668	48.6771	35.7736	51.2527	36.2786	47.9572	57.2149	61.601	76.734	96.3694
330324	6430584L05Rik	0.541317	0.328528	0.443454	0.511714	0.291498	0.513963	0.32303	0.514499	0.42564	53.4494	32.7925	42.7106	50.2319	29.5122	50.4837	30.8005	50.1722	40.5292
78605	6430706D22Rik	12.9245	13.2922	13.1545	15.2785	14.6899	13.6953	12.5444	12.8951	14.5099	1244.9	1285.23	1213.37	1454.26	1441.35	1322.84	1154.97	1229.28	1356.68
76218	6430710C18Rik	0	0	0.0546089	0	0	0	0	0	0	0	0	2.4406	0	0	0	0	0	0
76220	6530402F18Rik	3.43731	3.84903	3.76715	4.02638	4.07295	3.31646	3.87251	3.6706	3.84059	406.836	454.757	436.98	475.309	483.415	394.153	453.406	431.918	444.852
67791	6530411M01Rik	0.0346698	0	0	0	0.0326095	0	0	0	0.0321309	0.954453	0	0	0	0.922255	0	0	0	0.900649
	6720401G13Rik	14.003	12.5133	12.0932	12.6122	7.23296	12.3066	10.7148	12.9376	13.8262	2641.93	2393.85	2213.63	2397.18	1406.44	2358.15	1986.63	2446.63	2619.09
78073	6720468P15Rik	0.0282251	0	0.0368256	0	0.0530296	0	0	0	0.0270498	0.954453	0	1.2203	0	1.84451	0	0	0	0.900649
77741	6720483E21Rik	0.101143	0.176519	0.0436931	0.100556	0.0648941	0.119814	0.22352	0.141565	0.166917	2.86336	4.96855	1.2203	2.79066	1.84451	3.36558	6.1601	3.93508	4.50324
211378	6720489N17Rik	2.29062	2.23196	2.48702	2.32055	1.50243	2.44817	2.67557	2.44623	2.38331	206.162	205.698	224.536	205.579	143.872	214.275	225.87	213.478	200.845
228778	6820408C15Rik	2.37373	1.19383	2.06695	1.21435	2.39286	2.14865	1.32609	2.64592	4.2647	146.031	73.5346	129.352	76.2781	150.328	133.501	83.1614	166.257	273.797
547150	6820431F20Rik	67.1098	61.2448	80.7004	65.0394	56.5449	60.9779	75.72	62.6026	57.7996	10781.5	9978.84	13013.3	10204.5	9418.99	9578.44	11503	9729.48	8687.66
100038657	7420461P10Rik	0.0490919	0.0517332	0	0.0484463	0.0472776	0	0	0	0	0.954453	0.993711	0	0.930221	0.922255	0	0	0	0
74517	7420700N18Rik	0	0.0209356	0.0269272	0	0	0	0	0	0.0203021	0	0.993711	1.2203	0	0	0	0	0	0.900649
71457	7420701I03Rik	0	0.0459077	0	0.0432343	0	0.052721	0.0477167	0	0	0	0.993711	0	0.930221	0	1.12186	1.02668	0	0
328577	7530416G11Rik	0.057828	0	0.110409	0.027802	0	0	0	0.0591203	0.0540198	1.90891	0	3.66091	0.930221	0	0	0	1.96754	1.8013
	7530420F21Rik	0.187231	0.257893	0.0822865	0.15288	0.0584915	0.147029	0.0345449	0.064593	0.328382	5.72672	7.94969	2.4406	4.65111	1.84451	4.48744	1.02668	1.96754	9.90714
211001	8030423F21Rik	0.174023	0.301763	0.228709	0.219734	0.241974	0.16643	0.0521569	0.207629	0.195493	14.3168	24.8428	18.3045	17.6742	20.2896	13.4623	4.10674	16.7241	15.311
77543	8030442B05Rik	0.0354081	0.0363538	0.0460001	0.0692517	0	0	0	0.0735695	0.0680769	0.954453	0.993711	1.2203	1.86044	0	0	0	1.96754	1.8013
212163	8030462N17Rik	12.2155	12.2006	14.8888	12.6629	12.5108	13.8027	15.2918	12.7095	12.6799	1150.12	1153.7	1348.43	1186.96	1213.69	1301.36	1381.92	1187.41	1163.64
	8430403D17Rik	2.30652	2.23511	2.18223	1.95612	0.722315	1.42722	2.50493	2.04999	2.0174	222.388	216.629	202.57	181.393	71.0136	133.501	225.87	191.835	181.03
213393	8430408G22Rik	25.2008	13.4578	22.2959	16.1773	30.4324	30.0105	13.7296	21.8458	19.1551	866.643	462.075	754.147	559.993	1039.38	1043.33	476.381	746.681	658.374
74525	8430419L09Rik	3.54207	3.02701	3.32527	3.33976	4.13215	3.58897	4.09437	3.45298	3.50161	393.235	336.868	350.227	370.228	464.816	401.626	439.421	380.719	378.272
71473	8430423G03Rik	0.0573695	0	0	0	0	0.0671041	0	0.0594452	0	0.954453	0	0	0	0	1.12186	0	0.983769	0
78102	8430426J06Rik	5.83589	4.02915	6.37796	4.4949	2.20292	6.15976	4.55397	4.05715	4.20049	173.71	118.252	195.248	123.719	63.6356	172.766	135.522	117.069	116.184
	8430427H17Rik	4.63597	3.63985	4.88161	4.84557	3.17591	4.13117	6.65045	4.6806	4.15522	788.378	631.006	848.11	828.827	542.286	705.65	1131.41	787.015	695.301
71523	8430429K09Rik	1.52785	1.74508	1.77179	1.46156	1.52691	1.59014	1.62785	1.84582	2.70436	87.8097	99.3711	104.946	82.7897	83.9252	91.9925	95.4816	107.231	147.706
78103	8430431K14Rik	3.00517	1.89354	3.53769	1.83667	0.543092	1.59118	4.36489	2.32693	1.25501	216.661	138.126	245.281	127.44	40.5792	112.186	287.472	160.354	81.959
71510	8430436N08Rik	0.0743896	0.23018	0.151288	0.0742212	0.0691376	0.178099	0.171742	0.116734	0.111186	1.90891	5.96226	3.66091	1.86044	1.84451	4.48744	4.10674	2.95131	2.70195
74541	8430437L04Rik	0	0	0.0217788	0	0	0	0	0	0	0	0	1.2203	0	0	0	0	0	0
100041574	9030025P20Rik	22.6414	23.2269	24.4423	22.8494	20.8542	22.3231	23.5185	22.9512	27.4863	1257.97	1297.79	1294.74	1255.8	1188.79	1241.9	1238.18	1255.29	1446.44
77665	9030204H09Rik	0	0	0	0	0	0	0	0.118078	0	0	0	0	0	0	0	0	1.96754	0
71528	9030404E10Rik	1.48814	1.08754	1.09354	1.42269	1.14268	0.874125	0.912264	1.02062	1.27854	41.9959	30.805	30.5075	39.9995	32.2789	24.6809	25.6671	28.5293	35.1253
74530	9030612E09Rik	0.0631932	0.0435927	0.0817544	0	0.14105	0	0.0919441	0.109063	0.181456	2.86336	1.98742	3.66091	0	6.45578	0	4.10674	4.91885	8.10584
217830	9030617O03Rik	3.14297	2.56741	2.99241	2.75677	2.31596	3.2605	3.19156	4.1742	4.25319	300.653	245.447	283.11	261.392	224.108	311.877	300.818	398.426	400.789
105892	9030619P08Rik	0	0	0	0.0531598	0	0	0.0595414	0	0	0	0	0	0.930221	0	0	1.02668	0	0
66808	9030624G23Rik	0.925545	0.756945	0.83527	0.920531	0.626274	0.659597	0.825236	0.902288	0.887308	57.2672	46.7044	50.0324	55.8133	39.657	40.387	49.2808	55.0911	53.1383
71517	9030624J02Rik	16.4711	15.982	16.4531	17.3914	17.6928	16.2893	16.9403	15.5485	14.8411	1684.61	1622.73	1668.15	1776.72	1819.61	1668.21	1733.04	1598.62	1530.2
71583	9130008F23Rik	1.38097	1.79984	1.25368	1.70423	1.3763	1.65688	1.37045	1.18443	1.41206	85.9008	113.283	75.6587	106.045	87.6142	103.211	82.1347	72.7989	84.661
71617	9130011E15Rik	5.10874	4.90516	5.85821	5.42385	4.97633	5.56419	6.06702	5.49465	5.41682	440.957	424.314	501.544	467.901	438.071	479.034	517.449	473.193	459.331
71581	9130015A21Rik	0.116106	0.122223	0	0	0	0.0505539	0.125572	0	0.337986	0.954453	0.993711	0	0	0	1.12186	1.02668	0	3.6026
78921	9130019O22Rik	2.60952	2.72112	2.04892	2.52698	2.07244	2.92125	2.55307	2.72197	2.24028	302.562	316.994	236.739	293.95	242.553	339.924	295.685	314.806	259.387
100042056	9130019P16Rik	0.228957	0.149719	0.20561	0.11931	0.10788	0.170752	0.183502	0.189895	0.196948	28.6336	18.881	25.6263	14.8835	13.8338	21.3153	22.587	23.6105	24.3175
100043133	9130023H24Rik	3.31469	3.51134	3.39627	3.77323	3.44832	3.75227	3.31185	3.71259	3.80548	336.922	359.723	339.244	379.53	357.835	379.189	327.512	371.865	375.571
329160	9130024F11Rik	0.0344044	0.0706293	0.105051	0.0784756	0.0326945	0.0678476	0.246789	0.0733145	0.035437	2.86336	5.96226	8.54211	6.51155	2.76676	5.6093	9.24016	5.90261	2.70195
	9130206I24Rik	0.295549	0.302608	0.318392	0.305484	0.411369	0.335719	0.266892	0.345446	0.362205	27.6791	28.8176	29.2872	28.8369	39.657	31.4121	24.6404	32.4644	34.2247
77668	9130209A04Rik	0	0	0	0	0.0630141	0	0	0	0	0	0	0	0	0.922255	0	0	0	0
330350	9130221F21Rik	0	0	0	0	0	0	0	0	0.0110852	0	0	0	0	0	0	0	0	0.900649
77124	9130221H12Rik	7.61949	8.12977	7.36124	7.69792	6.09665	7.60454	8.25158	7.76143	8.1649	398.961	429.283	391.717	404.646	321.867	399.382	436.341	403.345	424.206
329159	9130227L01Rik	0	0.0196279	0	0	0	0	0	0	0	0	0.993711	0	0	0	0	0	0	0
